fund,fund_raw,line_item,adopted_amount,fiscal_year,is_total_row
General Fund,GENERAL FUND,City Sales Tax,196242533.0,2008,False
General Fund,GENERAL FUND,Liquor by the Drink Tax,5200000.0,2008,False
General Fund,GENERAL FUND,Current Property Tax,226095647.0,2008,False
General Fund,GENERAL FUND,Delinquent Property Tax,2693037.0,2008,False
General Fund,GENERAL FUND,Annexation 0,1089723.0,2008,False
General Fund,GENERAL FUND,Penalty and Interest on Delinquent Taxes,2045202.0,2008,False
General Fund,GENERAL FUND,Business and Franchise Tax,27127386.0,2008,False
General Fund,GENERAL FUND,Licenses and Permits,5778367.0,2008,False
General Fund,GENERAL FUND,CPS Energy,228767000.0,2008,False
General Fund,GENERAL FUND,CPS Energy (One Time Revenue) 0 0,15736000.0,2008,False
General Fund,GENERAL FUND,Additional CPS Energy Transfer,9459706.0,2008,False
General Fund,GENERAL FUND,San Antonio Water System,9425230.0,2008,False
General Fund,GENERAL FUND,Other Agencies,6063214.0,2008,False
General Fund,GENERAL FUND,General Government,3483992.0,2008,False
General Fund,GENERAL FUND,Planning,4242546.0,2008,False
General Fund,GENERAL FUND,Public Safety,21698116.0,2008,False
General Fund,GENERAL FUND,Highways/Streets/Sanitation,1496725.0,2008,False
General Fund,GENERAL FUND,Health,4581667.0,2008,False
General Fund,GENERAL FUND,Recreation and Culture,12648068.0,2008,False
General Fund,GENERAL FUND,Fines,10956705.0,2008,False
General Fund,GENERAL FUND,Sale of Property,3376735.0,2008,False
General Fund,GENERAL FUND,Use of Money and Property,6889573.0,2008,False
General Fund,GENERAL FUND,Recovery of Expenditures,978912.0,2008,False
General Fund,GENERAL FUND,Miscellaneous,301320.0,2008,False
General Fund,GENERAL FUND,Interfund Charges,522037.0,2008,False
General Fund,GENERAL FUND,TOTAL GENERAL FUND,801567172.0,2008,True
Other Funds,OTHER FUNDS,Advanced Transportation District,11485400.0,2008,False
Other Funds,OTHER FUNDS,Animal Care,7201871.0,2008,False
Other Funds,OTHER FUNDS,Aviation,61242051.0,2008,False
Other Funds,OTHER FUNDS,Better Jobs,95429.0,2008,False
Other Funds,OTHER FUNDS,Capital Improvements Management Services N/A N/A N/A,10671701.0,2008,False
Other Funds,OTHER FUNDS,Child Safety,2072358.0,2008,False
Other Funds,OTHER FUNDS,Community & Visitor Facilities,35036490.0,2008,False
Other Funds,OTHER FUNDS,Confiscated Property,852621.0,2008,False
Other Funds,OTHER FUNDS,Convention and Visitors Bureau,19231081.0,2008,False
Other Funds,OTHER FUNDS,Cultural Affairs,7968344.0,2008,False
Other Funds,OTHER FUNDS,Development & Planning Services N/A,33279773.0,2008,False
Other Funds,OTHER FUNDS,Emergency Medical Services,52088768.0,2008,False
Other Funds,OTHER FUNDS,Environmental Services,83861602.0,2008,False
Other Funds,OTHER FUNDS,Equipment Renewal & Replacement,26134759.0,2008,False
Other Funds,OTHER FUNDS,Facility Services,10411951.0,2008,False
Other Funds,OTHER FUNDS,Facility Services Improvement & Contingency,1865866.0,2008,False
Other Funds,OTHER FUNDS,Golf,5017204.0,2008,False
Other Funds,OTHER FUNDS,Hotel/Motel 2%,15225752.0,2008,False
Other Funds,OTHER FUNDS,Hotel Occupancy Tax,54235857.0,2008,False
Other Funds,OTHER FUNDS,Information Technology Services,40125408.0,2008,False
Other Funds,OTHER FUNDS,International Center,1372264.0,2008,False
Other Funds,OTHER FUNDS,Municipal Courts Security,498043.0,2008,False
Other Funds,OTHER FUNDS,Municipal Courts Technology,510019.0,2008,False
Other Funds,OTHER FUNDS,Parking,11681621.0,2008,False
Other Funds,OTHER FUNDS,Parks Development and Expansion -,993366.0,2008,False
Other Funds,OTHER FUNDS,Parks Development and Expansion -,52010498.0,2008,False
Other Funds,OTHER FUNDS,Passenger Facility Charge,17096120.0,2008,False
Other Funds,OTHER FUNDS,Public Health Support,2787671.0,2008,False
Other Funds,OTHER FUNDS,Purchasing & General Services,38180392.0,2008,False
Other Funds,OTHER FUNDS,Recreation Athletic,661709.0,2008,False
Other Funds,OTHER FUNDS,San Jose Burial,473406.0,2008,False
Other Funds,OTHER FUNDS,Self Insurance,131829385.0,2008,False
Other Funds,OTHER FUNDS,South Texas Business,601692.0,2008,False
Other Funds,OTHER FUNDS,Starbright Industrial Development Corporation,1661871.0,2008,False
Other Funds,OTHER FUNDS,Stormwater,34958291.0,2008,False
Other Funds,OTHER FUNDS,Stormwater Regional Facilities,7134418.0,2008,False
Other Funds,OTHER FUNDS,Streets Maintenance & Improvement,60735338.0,2008,False
Other Funds,OTHER FUNDS,Streets Right of Way,1155621.0,2008,False
Other Funds,OTHER FUNDS,Tax Increment Financing,442928.0,2008,False
Other Funds,OTHER FUNDS,Tree Preservation Mitigation,619996.0,2008,False
Other Funds,OTHER FUNDS,Visitor Information Center & City Store,543504.0,2008,False
Other Funds,OTHER FUNDS,Westside Development Corporation,600000.0,2008,False
Other Funds,OTHER FUNDS,TOTAL OTHER FUNDS,789176000.0,2008,True
General Fund,GENERAL FUND,Current Property Tax,245250281.0,2009,False
General Fund,GENERAL FUND,City Sales Tax,202809519.0,2009,False
General Fund,GENERAL FUND,CPS Energy,288861091.0,2009,False
General Fund,GENERAL FUND,Business and Franchise Tax,27300627.0,2009,False
General Fund,GENERAL FUND,Liquor by the Drink Tax,5356000.0,2009,False
General Fund,GENERAL FUND,Delinquent Property Tax,2622664.0,2009,False
General Fund,GENERAL FUND,Penalty and Interest on Delinquent Taxes,2000000.0,2009,False
General Fund,GENERAL FUND,Licenses and Permits,6129118.0,2009,False
General Fund,GENERAL FUND,San Antonio Water System,9880665.0,2009,False
General Fund,GENERAL FUND,Other Agencies,5959635.0,2009,False
General Fund,GENERAL FUND,General Government,3645208.0,2009,False
General Fund,GENERAL FUND,Public Safety,20918642.0,2009,False
General Fund,GENERAL FUND,Highways/Streets/Sanitation,1638763.0,2009,False
General Fund,GENERAL FUND,Health,3758426.0,2009,False
General Fund,GENERAL FUND,Recreation and Culture,11712710.0,2009,False
General Fund,GENERAL FUND,Fines,12166379.0,2009,False
General Fund,GENERAL FUND,Sale of Property,4041689.0,2009,False
General Fund,GENERAL FUND,Use of Money and Property,5767108.0,2009,False
General Fund,GENERAL FUND,Recovery of Expenditures,1025235.0,2009,False
General Fund,GENERAL FUND,Miscellaneous,296455.0,2009,False
General Fund,GENERAL FUND,Interfund Charges,529171.0,2009,False
General Fund,GENERAL FUND,TOTAL GENERAL FUND,861669386.0,2009,True
Other Funds,OTHER FUNDS,Advanced Transportation District,12021417.0,2009,False
Other Funds,OTHER FUNDS,Animal Care,9055097.0,2009,False
Other Funds,OTHER FUNDS,Aviation,71285711.0,2009,False
Other Funds,OTHER FUNDS,Better Jobs,20167.0,2009,False
Other Funds,OTHER FUNDS,Capital Improvements Management Services N/A,14844714.0,2009,False
Other Funds,OTHER FUNDS,Child Safety,1963757.0,2009,False
Other Funds,OTHER FUNDS,Community & Visitor Facilities,34895295.0,2009,False
Other Funds,OTHER FUNDS,Confiscated Property,801743.0,2009,False
Other Funds,OTHER FUNDS,Convention and Visitors Bureau,20637158.0,2009,False
Other Funds,OTHER FUNDS,Cultural Affairs,8466286.0,2009,False
Other Funds,OTHER FUNDS,Economic Development Incentive Fund,5132137.0,2009,False
Other Funds,OTHER FUNDS,Equipment Renewal & Replacement,26449769.0,2009,False
Other Funds,OTHER FUNDS,Facility Services,13147464.0,2009,False
Other Funds,OTHER FUNDS,Facility Services Improvement & Contingency,1687758.0,2009,False
Other Funds,OTHER FUNDS,Golf,1027290.0,2009,False
Other Funds,OTHER FUNDS,Hotel/Motel 2%,16209785.0,2009,False
Other Funds,OTHER FUNDS,Hotel Occupancy Tax,57397223.0,2009,False
Other Funds,OTHER FUNDS,Information Technology Services,41156920.0,2009,False
Other Funds,OTHER FUNDS,International Center,1369537.0,2009,False
Other Funds,OTHER FUNDS,Municipal Courts Security,561720.0,2009,False
Other Funds,OTHER FUNDS,Municipal Courts Technology,547659.0,2009,False
Other Funds,OTHER FUNDS,Parking,11521665.0,2009,False
Other Funds,OTHER FUNDS,Parks Development and Expansion -,463207.0,2009,False
Other Funds,OTHER FUNDS,Parks Development and Expansion -,46373527.0,2009,False
Other Funds,OTHER FUNDS,Passenger Facility Charge,17542164.0,2009,False
Other Funds,OTHER FUNDS,Planning & Development Services,29718162.0,2009,False
Other Funds,OTHER FUNDS,Purchasing & General Services,50835344.0,2009,False
Other Funds,OTHER FUNDS,Recreation Athletic,708739.0,2009,False
Other Funds,OTHER FUNDS,San Jose Burial,515161.0,2009,False
Other Funds,OTHER FUNDS,Self Insurance,124924925.0,2009,False
Other Funds,OTHER FUNDS,Solid Waste Operating & Maintenance,94654876.0,2009,False
Other Funds,OTHER FUNDS,South Texas Business,648747.0,2009,False
Other Funds,OTHER FUNDS,Starbright Industrial Development Corporation,1662682.0,2009,False
Other Funds,OTHER FUNDS,Storm Water,34399063.0,2009,False
Other Funds,OTHER FUNDS,Storm Water Regional Facilities,5793192.0,2009,False
Other Funds,OTHER FUNDS,Streets Endownment Fund N/A 0,72700.0,2009,False
Other Funds,OTHER FUNDS,Streets Maintenance & Improvement,67205529.0,2009,False
Other Funds,OTHER FUNDS,Streets Right of Way,1245710.0,2009,False
Other Funds,OTHER FUNDS,Tax Increment Financing,629478.0,2009,False
Other Funds,OTHER FUNDS,Tree Canopy Investment,199419.0,2009,False
Other Funds,OTHER FUNDS,Tree Preservation Mitigation,567809.0,2009,False
Other Funds,OTHER FUNDS,Visitor Information Center & City Store,497246.0,2009,False
Other Funds,OTHER FUNDS,Westside Development Corporation 0 0 0,110000.0,2009,False
Other Funds,OTHER FUNDS,TOTAL OTHER FUNDS,826551288.0,2009,True
General Fund,GENERAL FUND,Current Property Tax,244465405.0,2010,False
General Fund,GENERAL FUND,City Sales Tax,189565423.0,2010,False
General Fund,GENERAL FUND,CPS Energy,251053000.0,2010,False
General Fund,GENERAL FUND,Business and Franchise Tax,29872482.0,2010,False
General Fund,GENERAL FUND,Liquor by the Drink Tax,5516680.0,2010,False
General Fund,GENERAL FUND,Delinquent Property Tax,2658500.0,2010,False
General Fund,GENERAL FUND,Penalty and Interest on Delinquent Taxes,2048240.0,2010,False
General Fund,GENERAL FUND,Licenses and Permits,5647275.0,2010,False
General Fund,GENERAL FUND,San Antonio Water System,10155356.0,2010,False
General Fund,GENERAL FUND,Other Agencies,8214376.0,2010,False
General Fund,GENERAL FUND,General Government,4576918.0,2010,False
General Fund,GENERAL FUND,Public Safety,23571432.0,2010,False
General Fund,GENERAL FUND,Highways/Streets/Sanitation,673682.0,2010,False
General Fund,GENERAL FUND,Health,3523991.0,2010,False
General Fund,GENERAL FUND,Recreation and Culture,11026183.0,2010,False
General Fund,GENERAL FUND,Fines,14234582.0,2010,False
General Fund,GENERAL FUND,Sale of Property,3515709.0,2010,False
General Fund,GENERAL FUND,Use of Money and Property 0,1643548.0,2010,False
General Fund,GENERAL FUND,Interest on Time Deposits,1990480.0,2010,False
General Fund,GENERAL FUND,Recovery of Expenditures,1192081.0,2010,False
General Fund,GENERAL FUND,Miscellaneous,161558.0,2010,False
General Fund,GENERAL FUND,Interfund Charges,886759.0,2010,False
General Fund,GENERAL FUND,TOTAL GENERAL FUND,816193660.0,2010,True
Other Funds,OTHER FUNDS,Advanced Transportation District,11003407.0,2010,False
Other Funds,OTHER FUNDS,Aviation,66186827.0,2010,False
Other Funds,OTHER FUNDS,Capital Improvements Management Services,15687069.0,2010,False
Other Funds,OTHER FUNDS,Child Safety,1974613.0,2010,False
Other Funds,OTHER FUNDS,Community & Visitor Facilities,35665338.0,2010,False
Other Funds,OTHER FUNDS,Confiscated Property,1107479.0,2010,False
Other Funds,OTHER FUNDS,Convention and Visitors Bureau,20134449.0,2010,False
Other Funds,OTHER FUNDS,Cultural Affairs,7993607.0,2010,False
Other Funds,OTHER FUNDS,Economic Development Incentive Fund,1973541.0,2010,False
Other Funds,OTHER FUNDS,Equipment Renewal & Replacement,26427747.0,2010,False
Other Funds,OTHER FUNDS,Facility Services,13994233.0,2010,False
Other Funds,OTHER FUNDS,Golf,1071193.0,2010,False
Other Funds,OTHER FUNDS,Hotel/Motel 2%,15261760.0,2010,False
Other Funds,OTHER FUNDS,Hotel Occupancy Tax,54660925.0,2010,False
Other Funds,OTHER FUNDS,Information Technology Services,45589460.0,2010,False
Other Funds,OTHER FUNDS,International Center,1279359.0,2010,False
Other Funds,OTHER FUNDS,Juvenile Case Manager Fund N/A N/A N/A 0,720336.0,2010,False
Other Funds,OTHER FUNDS,Municipal Courts Security,591265.0,2010,False
Other Funds,OTHER FUNDS,Municipal Courts Technology,584655.0,2010,False
Other Funds,OTHER FUNDS,Parking,9410447.0,2010,False
Other Funds,OTHER FUNDS,Parks Development and Expansion -,184856.0,2010,False
Other Funds,OTHER FUNDS,Parks Development and Expansion -,27712480.0,2010,False
Other Funds,OTHER FUNDS,Passenger Facility Charge,16436160.0,2010,False
Other Funds,OTHER FUNDS,Planning & Development Services,24387761.0,2010,False
Other Funds,OTHER FUNDS,Purchasing & General Services,41338977.0,2010,False
Other Funds,OTHER FUNDS,San Jose Burial,532303.0,2010,False
Other Funds,OTHER FUNDS,Self Insurance,117513523.0,2010,False
Other Funds,OTHER FUNDS,Solid Waste Operating & Maintenance,81225305.0,2010,False
Other Funds,OTHER FUNDS,South Texas Business,781347.0,2010,False
Other Funds,OTHER FUNDS,Starbright Industrial Development Corporation,1661759.0,2010,False
Other Funds,OTHER FUNDS,Storm Water,37624245.0,2010,False
Other Funds,OTHER FUNDS,Storm Water Regional Facilities,3088069.0,2010,False
Other Funds,OTHER FUNDS,Streets Endownment Fund,17396.0,2010,False
Other Funds,OTHER FUNDS,Streets Maintenance & Improvement 1,47613103.0,2010,False
Other Funds,OTHER FUNDS,Streets Right of Way,1265740.0,2010,False
Other Funds,OTHER FUNDS,Tax Increment Financing,622468.0,2010,False
Other Funds,OTHER FUNDS,Tree Canopy Investment,195102.0,2010,False
Other Funds,OTHER FUNDS,Tree Preservation Mitigation,445335.0,2010,False
Other Funds,OTHER FUNDS,Visitor Information Center & City Store,562785.0,2010,False
Other Funds,OTHER FUNDS,Westside Development Corporation 0,275474.0,2010,False
Other Funds,OTHER FUNDS,TOTAL OTHER FUNDS,687188795.0,2010,True
Other Funds,OTHER FUNDS,1 In FY,2010.0,2010,False
General Fund,GENERAL FUND,Current Property Tax,239738583.0,2011,False
General Fund,GENERAL FUND,City Sales Tax,188070529.0,2011,False
General Fund,GENERAL FUND,CPS Energy,275758786.0,2011,False
General Fund,GENERAL FUND,Business and Franchise Tax,29682263.0,2011,False
General Fund,GENERAL FUND,Liquor by the Drink Tax,5627014.0,2011,False
General Fund,GENERAL FUND,Delinquent Property Tax,2607790.0,2011,False
General Fund,GENERAL FUND,Penalty and Interest on Delinquent Taxes,2200000.0,2011,False
General Fund,GENERAL FUND,Licenses and Permits,5651259.0,2011,False
General Fund,GENERAL FUND,San Antonio Water System,9868940.0,2011,False
General Fund,GENERAL FUND,Other Agencies,7534203.0,2011,False
General Fund,GENERAL FUND,General Government,5153116.0,2011,False
General Fund,GENERAL FUND,Public Safety,24479222.0,2011,False
General Fund,GENERAL FUND,Highways/Streets/Sanitation,423367.0,2011,False
General Fund,GENERAL FUND,Health,3630373.0,2011,False
General Fund,GENERAL FUND,Recreation and Culture,10254209.0,2011,False
General Fund,GENERAL FUND,Fines,14794483.0,2011,False
General Fund,GENERAL FUND,Sale of Property,3730901.0,2011,False
General Fund,GENERAL FUND,Use of Money and Property,2765057.0,2011,False
General Fund,GENERAL FUND,Interest on Time Deposits,1259389.0,2011,False
General Fund,GENERAL FUND,Recovery of Expenditures,873140.0,2011,False
General Fund,GENERAL FUND,Miscellaneous,227050.0,2011,False
General Fund,GENERAL FUND,Interfund Charges,1633318.0,2011,False
General Fund,GENERAL FUND,TOTAL GENERAL FUND,835962992.0,2011,True
Other Funds,OTHER FUNDS,Advanced Transportation District,10850429.0,2011,False
Other Funds,OTHER FUNDS,Airport,89818779.0,2011,False
Other Funds,OTHER FUNDS,Airport Confiscated Property,151211.0,2011,False
Other Funds,OTHER FUNDS,Capital Improvements Management Services,17135228.0,2011,False
Other Funds,OTHER FUNDS,Child Safety,2061726.0,2011,False
Other Funds,OTHER FUNDS,Community & Visitor Facilities,34541212.0,2011,False
Other Funds,OTHER FUNDS,Confiscated Property,1656847.0,2011,False
Other Funds,OTHER FUNDS,Convention and Visitors Bureau,19621414.0,2011,False
Other Funds,OTHER FUNDS,Convention Facilities State Reimbursement N/A,42926007.0,2011,False
Other Funds,OTHER FUNDS,Cultural Affairs,7216540.0,2011,False
Other Funds,OTHER FUNDS,Development Services,23487533.0,2011,False
Other Funds,OTHER FUNDS,Economic Development Incentive Fund,1185948.0,2011,False
Other Funds,OTHER FUNDS,Equipment Renewal & Replacement,25771170.0,2011,False
Other Funds,OTHER FUNDS,Facility Services,13596824.0,2011,False
Other Funds,OTHER FUNDS,Golf,600083.0,2011,False
Other Funds,OTHER FUNDS,Hotel Occupancy Tax,51407596.0,2011,False
Other Funds,OTHER FUNDS,Hotel/Motel 2%,13681671.0,2011,False
Other Funds,OTHER FUNDS,Information Technology Services,42050720.0,2011,False
Other Funds,OTHER FUNDS,International Center,1321560.0,2011,False
Other Funds,OTHER FUNDS,Juvenile Case Manager Fund N/A,575680.0,2011,False
Other Funds,OTHER FUNDS,Market Square,2150027.0,2011,False
Other Funds,OTHER FUNDS,Municipal Courts Security,485064.0,2011,False
Other Funds,OTHER FUNDS,Municipal Courts Technology,646776.0,2011,False
Other Funds,OTHER FUNDS,Parking,9396305.0,2011,False
Other Funds,OTHER FUNDS,Parks Development and Expansion -,30251.0,2011,False
Other Funds,OTHER FUNDS,Parks Development and Expansion -,19047410.0,2011,False
Other Funds,OTHER FUNDS,Passenger Facility Charge,16174157.0,2011,False
Other Funds,OTHER FUNDS,Public Education & Government,2524695.0,2011,False
Other Funds,OTHER FUNDS,Purchasing & General Services,40283685.0,2011,False
Other Funds,OTHER FUNDS,Right of Way,1406992.0,2011,False
Other Funds,OTHER FUNDS,San Jose Burial,704042.0,2011,False
Other Funds,OTHER FUNDS,Self Insurance,131299917.0,2011,False
Other Funds,OTHER FUNDS,Solid Waste Operating & Maintenance,84865902.0,2011,False
Other Funds,OTHER FUNDS,South Texas Business,478902.0,2011,False
Other Funds,OTHER FUNDS,Starbright Industrial Development Corporation,1662797.0,2011,False
Other Funds,OTHER FUNDS,Storm Water,37413023.0,2011,False
Other Funds,OTHER FUNDS,Storm Water Regional Facilities,2399953.0,2011,False
Other Funds,OTHER FUNDS,Streets Endowment Fund,11541.0,2011,False
Other Funds,OTHER FUNDS,Tax Increment Financing,854895.0,2011,False
Other Funds,OTHER FUNDS,Tree Canopy Investment,231968.0,2011,False
Other Funds,OTHER FUNDS,Tree Preservation Mitigation,213109.0,2011,False
Other Funds,OTHER FUNDS,Visitor Information Center & City Store,565456.0,2011,False
Other Funds,OTHER FUNDS,Westside Development Corporation,375474.0,2011,False
Other Funds,OTHER FUNDS,TOTAL OTHER FUNDS,751080058.0,2011,True
Other Funds,OTHER FUNDS,2 In FY,404.0,2011,False
General Fund,General Fund,FFYY,22001122.0,2012,False
General Fund,General Fund,Current Property Tax,239361516.0,2012,False
General Fund,General Fund,City Sales Tax,199320203.0,2012,False
General Fund,General Fund,CPS Energy,289607440.0,2012,False
General Fund,General Fund,Business and Franchise Tax,31190207.0,2012,False
General Fund,General Fund,Liquor by the Drink Tax,4767000.0,2012,False
General Fund,General Fund,Delinquent Property Tax,2668520.0,2012,False
General Fund,General Fund,Penalty and Interest on Delinquent Taxes,2250000.0,2012,False
General Fund,General Fund,Licenses and Permits,6668871.0,2012,False
General Fund,General Fund,San Antonio Water System,10161799.0,2012,False
General Fund,General Fund,Other Agencies,7399588.0,2012,False
General Fund,General Fund,General Government,5638994.0,2012,False
General Fund,General Fund,Public Safety,28043454.0,2012,False
General Fund,General Fund,Highways/Streets/Sanitation,803481.0,2012,False
General Fund,General Fund,Health,3383205.0,2012,False
General Fund,General Fund,Recreation and Culture,10419607.0,2012,False
General Fund,General Fund,Fines,14532973.0,2012,False
General Fund,General Fund,Sale of Property,5170929.0,2012,False
General Fund,General Fund,Use of Money and Property,2027206.0,2012,False
General Fund,General Fund,Interest on Time Deposits,1118637.0,2012,False
General Fund,General Fund,Recovery of Expenditures,2275199.0,2012,False
General Fund,General Fund,Miscellaneous,309238.0,2012,False
General Fund,General Fund,Interfund Charges,1590000.0,2012,False
General Fund,General Fund,Transfers,26587418.0,2012,False
General Fund,General Fund,TOTAL GENERAL FUND,895295485.0,2012,True
Special Revenue Funds,Special Revenue Funds,Advanced Transportation District,11484127.0,2012,False
Special Revenue Funds,Special Revenue Funds,Capital Improvements Management Services,17762429.0,2012,False
Special Revenue Funds,Special Revenue Funds,Child Safety,2166613.0,2012,False
Special Revenue Funds,Special Revenue Funds,Community & Visitor Facilities,34371651.0,2012,False
Special Revenue Funds,Special Revenue Funds,Confiscated Property,1864376.0,2012,False
Special Revenue Funds,Special Revenue Funds,Convention and Visitors Bureau,19659475.0,2012,False
Special Revenue Funds,Special Revenue Funds,Convention Facilities State Reimbursement,14878168.0,2012,False
Special Revenue Funds,Special Revenue Funds,Cultural Affairs,7399425.0,2012,False
Special Revenue Funds,Special Revenue Funds,Development Services,23546496.0,2012,False
Special Revenue Funds,Special Revenue Funds,Economic Development Incentive Fund,6547914.0,2012,False
Special Revenue Funds,Special Revenue Funds,Golf,300000.0,2012,False
Special Revenue Funds,Special Revenue Funds,Hotel Occupancy Tax,51323034.0,2012,False
Special Revenue Funds,Special Revenue Funds,Hotel/Motel 2%,14024693.0,2012,False
Special Revenue Funds,Special Revenue Funds,Juvenile Case Manager Fund,711743.0,2012,False
Special Revenue Funds,Special Revenue Funds,Market Square,2288687.0,2012,False
Special Revenue Funds,Special Revenue Funds,Municipal Courts Security,492589.0,2012,False
Special Revenue Funds,Special Revenue Funds,Municipal Courts Technology,653461.0,2012,False
Special Revenue Funds,Special Revenue Funds,Parks Development and Expansion -,23451.0,2012,False
Special Revenue Funds,Special Revenue Funds,Parks Development and Expansion -,104495.0,2012,False
Special Revenue Funds,Special Revenue Funds,Parks Development and Expansion -,24960025.0,2012,False
Special Revenue Funds,Special Revenue Funds,Public Education & Government,2998383.0,2012,False
Special Revenue Funds,Special Revenue Funds,Right of Way,1492993.0,2012,False
Special Revenue Funds,Special Revenue Funds,Starbright Industrial Development Corporation,1555935.0,2012,False
Special Revenue Funds,Special Revenue Funds,Storm Water,37610155.0,2012,False
Special Revenue Funds,Special Revenue Funds,Storm Water Regional Facilities,2676824.0,2012,False
Special Revenue Funds,Special Revenue Funds,Streets Endowment Fund,6876.0,2012,False
Special Revenue Funds,Special Revenue Funds,Tax Increment Financing,456838.0,2012,False
Special Revenue Funds,Special Revenue Funds,Tree Canopy & Mitigation,352094.0,2012,False
Special Revenue Funds,Special Revenue Funds,Visitor Information Center & City Store,597300.0,2012,False
Special Revenue Funds,Special Revenue Funds,Westside Development Corporation,275474.0,2012,False
Special Revenue Funds,Special Revenue Funds,Total Special Revenue Funds,282578848.0,2012,True
Enterprise Funds,Enterprise Funds,Airport,79127819.0,2012,False
Enterprise Funds,Enterprise Funds,Airport Confiscated Property,76133.0,2012,False
Enterprise Funds,Enterprise Funds,Passenger Facility Charge,16756019.0,2012,False
Enterprise Funds,Enterprise Funds,Parking,9570363.0,2012,False
Enterprise Funds,Enterprise Funds,Solid Waste Operating & Maintenance,91078856.0,2012,False
Enterprise Funds,Enterprise Funds,Total Enterprise Funds,196609190.0,2012,True
Trust Funds,Trust Funds,San Jose Burial,201240.0,2012,False
Trust Funds,Trust Funds,Total Trust Funds,201240.0,2012,True
Internal Service Funds,Internal Service Funds,Purchasing & General Services,43502914.0,2012,False
Internal Service Funds,Internal Service Funds,Information Technology Services,39079566.0,2012,False
Internal Service Funds,Internal Service Funds,Facility Services,13226468.0,2012,False
Internal Service Funds,Internal Service Funds,Equipment Renewal & Replacement,25449511.0,2012,False
Internal Service Funds,Internal Service Funds,Self Insurance,126351680.0,2012,False
Internal Service Funds,Internal Service Funds,Total Internal Service Funds,247610139.0,2012,True
Internal Service Funds,Internal Service Funds,Categorical Grants,192342311.0,2012,False
Internal Service Funds,Internal Service Funds,Debt Services,222504361.0,2012,False
General Fund,General Fund,Current Property Tax,242846289.0,2013,False
General Fund,General Fund,City Sales Tax,221837083.0,2013,False
General Fund,General Fund,CPS Energy,285505538.0,2013,False
General Fund,General Fund,Business and Franchise Tax,31051849.0,2013,False
General Fund,General Fund,Liquor by the Drink Tax,4910010.0,2013,False
General Fund,General Fund,Delinquent Property Tax,2714230.0,2013,False
General Fund,General Fund,Penalty and Interest on Delinquent Taxes,1677100.0,2013,False
General Fund,General Fund,Licenses and Permits,7178736.0,2013,False
General Fund,General Fund,San Antonio Water System,10947561.0,2013,False
General Fund,General Fund,Other Agencies,7701353.0,2013,False
General Fund,General Fund,General Government,5718264.0,2013,False
General Fund,General Fund,Public Safety,29420334.0,2013,False
General Fund,General Fund,Highways/Streets/Sanitation,530489.0,2013,False
General Fund,General Fund,Health,2904110.0,2013,False
General Fund,General Fund,Recreation and Culture,10842203.0,2013,False
General Fund,General Fund,Fines,14550998.0,2013,False
General Fund,General Fund,Sale of Property,4792610.0,2013,False
General Fund,General Fund,Use of Money and Property,2209878.0,2013,False
General Fund,General Fund,Interest on Time Deposits,599176.0,2013,False
General Fund,General Fund,Recovery of Expenditures,2487980.0,2013,False
General Fund,General Fund,Miscellaneous,385361.0,2013,False
General Fund,General Fund,Interfund Charges,1667687.0,2013,False
General Fund,General Fund,Transfers,25671269.0,2013,False
General Fund,General Fund,TOTAL GENERAL FUND,918150108.0,2013,True
Special Revenue Funds,Special Revenue Funds,Advanced Transportation District,12845308.0,2013,False
Special Revenue Funds,Special Revenue Funds,Child Safety,2183573.0,2013,False
Special Revenue Funds,Special Revenue Funds,Community & Visitor Facilities,35571957.0,2013,False
Special Revenue Funds,Special Revenue Funds,Confiscated Property,1490945.0,2013,False
Special Revenue Funds,Special Revenue Funds,Convention and Visitors Bureau,19554055.0,2013,False
Special Revenue Funds,Special Revenue Funds,Convention Facilities State Reimbursement,2117582.0,2013,False
Special Revenue Funds,Special Revenue Funds,Culture & Creative Development,8036279.0,2013,False
Special Revenue Funds,Special Revenue Funds,Economic Development Incentive Fund,5506816.0,2013,False
Special Revenue Funds,Special Revenue Funds,Energy Efficiency Fund,794370.0,2013,False
Special Revenue Funds,Special Revenue Funds,Golf,360000.0,2013,False
Special Revenue Funds,Special Revenue Funds,Hotel Occupancy Tax,55088470.0,2013,False
Special Revenue Funds,Special Revenue Funds,Hotel/Motel 2%,15750590.0,2013,False
Special Revenue Funds,Special Revenue Funds,Juvenile Case Manager Fund,724871.0,2013,False
Special Revenue Funds,Special Revenue Funds,Municipal Courts Security,480926.0,2013,False
Special Revenue Funds,Special Revenue Funds,Municipal Courts Technology,639402.0,2013,False
Special Revenue Funds,Special Revenue Funds,Parks Development and Expansion -,7906.0,2013,False
Special Revenue Funds,Special Revenue Funds,Parks Development and Expansion -,42104.0,2013,False
Special Revenue Funds,Special Revenue Funds,Parks Development and Expansion -,27736600.0,2013,False
Special Revenue Funds,Special Revenue Funds,Public Education & Government,2917649.0,2013,False
Special Revenue Funds,Special Revenue Funds,Right of Way,2059502.0,2013,False
Special Revenue Funds,Special Revenue Funds,Starbright Industrial Development Corporation,1604292.0,2013,False
Special Revenue Funds,Special Revenue Funds,Storm Water,38368076.0,2013,False
Special Revenue Funds,Special Revenue Funds,Storm Water Regional Facilities,2875311.0,2013,False
Special Revenue Funds,Special Revenue Funds,Tax Increment Financing,312122.0,2013,False
