fund,fund_raw,line_item,adopted_amount,fiscal_year,is_total_row
General Fund,GENERAL FUND,Transfers,40042654.0,2020,False
General Fund,GENERAL FUND,TOTAL GENERAL FUND,1265222256.0,2020,True
Special Revenue Funds,SPECIAL REVENUE FUNDS,Advanced Transportation District,18763111.0,2020,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Arts & Culture,11541331.0,2020,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Child Safety,2238392.0,2020,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Community & Visitor Facilities,54438052.0,2020,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Confiscated Property,1015616.0,2020,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Convention Center Lease Payment Fund,25873774.0,2020,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Convention Facilities State Reimbursement,2567156.0,2020,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Economic Development Incentive Fund,2969640.0,2020,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Edwards Aquifer Land Acquisition -,22361890.0,2020,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Energy Efficiency Fund,1259479.0,2020,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Golf,1124954.0,2020,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Hotel Occupancy Tax,75050756.0,2020,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Hotel/Motel 2%,21402589.0,2020,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Inner City Incentive Fund,2048114.0,2020,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Juvenile Case Manager Fund,840983.0,2020,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Municipal Courts Security,579426.0,2020,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Municipal Courts Technology,710052.0,2020,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Parks Environmental Fund,10990854.0,2020,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Parks Development and Expansion -,486590.0,2020,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Parks Development and Expansion -,17241444.0,2020,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Prek4SA,44604072.0,2020,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Public Education & Government,2851679.0,2020,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Right of Way,4377741.0,2020,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Starbright Industrial Development Corporation,1662609.0,2020,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Storm Water,53491626.0,2020,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Storm Water Regional Facilities,8956788.0,2020,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Tax Increment Financing,1049247.0,2020,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Tree Canopy & Mitigation,1692249.0,2020,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,TOTAL SPECIAL REVENUE FUNDS,392190214.0,2020,True
Enterprise Funds,ENTERPRISE FUNDS,Airport,112143851.0,2020,False
Enterprise Funds,ENTERPRISE FUNDS,Customer Facility Charge,14878536.0,2020,False
Enterprise Funds,ENTERPRISE FUNDS,Passenger Facility Charge,21535469.0,2020,False
Enterprise Funds,ENTERPRISE FUNDS,Development Services,37802784.0,2020,False
Enterprise Funds,ENTERPRISE FUNDS,Market Square,3066677.0,2020,False
Enterprise Funds,ENTERPRISE FUNDS,Parking,11306782.0,2020,False
Enterprise Funds,ENTERPRISE FUNDS,Solid Waste Operating & Maintenance,127642579.0,2020,False
Enterprise Funds,ENTERPRISE FUNDS,TOTAL ENTERPRISE FUNDS,328376678.0,2020,True
Trust Funds,TRUST FUNDS,City Cemetery,190610.0,2020,False
Trust Funds,TRUST FUNDS,TOTAL TRUST FUNDS,190610.0,2020,True
Internal Service Funds,INTERNAL SERVICE FUNDS,Capital Improvements Management Services,21604423.0,2020,False
Internal Service Funds,INTERNAL SERVICE FUNDS,City Tower and Garage Fund,2559895.0,2020,False
Internal Service Funds,INTERNAL SERVICE FUNDS,Equipment Renewal & Replacement,43851448.0,2020,False
Internal Service Funds,INTERNAL SERVICE FUNDS,Facility Services,19772146.0,2020,False
Internal Service Funds,INTERNAL SERVICE FUNDS,Fleet Services,43642938.0,2020,False
Internal Service Funds,INTERNAL SERVICE FUNDS,Information Technology Services,65816005.0,2020,False
Internal Service Funds,INTERNAL SERVICE FUNDS,Purchasing & General Services,6875211.0,2020,False
Internal Service Funds,INTERNAL SERVICE FUNDS,Self Insurance,182091773.0,2020,False
Internal Service Funds,INTERNAL SERVICE FUNDS,TOTAL INTERNAL SERVICE FUNDS,386213839.0,2020,True
Internal Service Funds,INTERNAL SERVICE FUNDS,Grants,174219466.0,2020,False
Internal Service Funds,INTERNAL SERVICE FUNDS,Debt Services,306694859.0,2020,False
General Fund,GENERAL FUND,Current Property Tax,397924456.0,2021,False
General Fund,GENERAL FUND,City Sales Tax,295399577.0,2021,False
General Fund,GENERAL FUND,CPS Energy,351524046.0,2021,False
General Fund,GENERAL FUND,Business and Franchise Tax,19883058.0,2021,False
General Fund,GENERAL FUND,Liquor by the Drink Tax,9027878.0,2021,False
General Fund,GENERAL FUND,Delinquent Property Tax,1721210.0,2021,False
General Fund,GENERAL FUND,Penalty and Interest on Delinquent Taxes,2111000.0,2021,False
General Fund,GENERAL FUND,Licenses and Permits,8835282.0,2021,False
General Fund,GENERAL FUND,San Antonio Water System,29395216.0,2021,False
General Fund,GENERAL FUND,Other Agencies,4935909.0,2021,False
General Fund,GENERAL FUND,General Government,3387250.0,2021,False
General Fund,GENERAL FUND,Public Safety,41031874.0,2021,False
General Fund,GENERAL FUND,Highways/Streets/Sanitation,1148540.0,2021,False
General Fund,GENERAL FUND,Health,2676407.0,2021,False
General Fund,GENERAL FUND,Recreation and Culture,13984411.0,2021,False
General Fund,GENERAL FUND,Fines,8079522.0,2021,False
General Fund,GENERAL FUND,Sale of Property,4800015.0,2021,False
General Fund,GENERAL FUND,Use of Money and Property,1907101.0,2021,False
General Fund,GENERAL FUND,Interest on Time Deposits,850055.0,2021,False
General Fund,GENERAL FUND,Recovery of Expenditures,3268987.0,2021,False
General Fund,GENERAL FUND,Miscellaneous,918573.0,2021,False
General Fund,GENERAL FUND,Interfund Charges,1850000.0,2021,False
General Fund,GENERAL FUND,Transfers,36812385.0,2021,False
General Fund,GENERAL FUND,TOTAL GENERAL FUND,1241472752.0,2021,True
Special Revenue Funds,SPECIAL REVENUE FUNDS,Advanced Transportation District,17193225.0,2021,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Arts & Culture,8908767.0,2021,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Child Safety,2184181.0,2021,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Community & Visitor Facilities,34787557.0,2021,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Confiscated Property,976320.0,2021,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Convention Center Lease Payment Fund,31160277.0,2021,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Convention Facilities State Reimbursement,498591.0,2021,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Economic Development Incentive Fund,1022325.0,2021,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Edwards Aquifer Land Acquisition -,10552871.0,2021,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Energy Efficiency Fund,1347110.0,2021,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Golf,1120809.0,2021,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Hotel Occupancy Tax,55587663.0,2021,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Hotel/Motel 2%,13737384.0,2021,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Inner City Incentive Fund,512580.0,2021,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Municipal Court Truancy Intervention & Prevention,836189.0,2021,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Municipal Courts Security,412184.0,2021,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Municipal Courts Technology,724709.0,2021,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Parks Environmental Fund,11116931.0,2021,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Parks Development and Expansion -,40081.0,2021,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Parks Development and Expansion -,8248029.0,2021,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Prek4SA,38059665.0,2021,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Public Education & Government,2643800.0,2021,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Right of Way,4020840.0,2021,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Starbright Industrial Development Corporation,1663919.0,2021,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Storm Water,53834997.0,2021,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Storm Water Regional Facilities,7367027.0,2021,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Tax Increment Financing,1086801.0,2021,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Tree Canopy & Mitigation,1586881.0,2021,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,TOTAL SPECIAL REVENUE FUNDS,310733122.0,2021,True
Enterprise Funds,ENTERPRISE FUNDS,Airport,94717575.0,2021,False
Enterprise Funds,ENTERPRISE FUNDS,Customer Facility Charge,10709444.0,2021,False
Enterprise Funds,ENTERPRISE FUNDS,Passenger Facility Charge,15866955.0,2021,False
Enterprise Funds,ENTERPRISE FUNDS,Development Services,31946106.0,2021,False
Enterprise Funds,ENTERPRISE FUNDS,Market Square,2757780.0,2021,False
Enterprise Funds,ENTERPRISE FUNDS,Parking,8667025.0,2021,False
Enterprise Funds,ENTERPRISE FUNDS,Solid Waste Operating & Maintenance,128717011.0,2021,False
Enterprise Funds,ENTERPRISE FUNDS,TOTAL ENTERPRISE FUNDS,293381896.0,2021,True
Trust Funds,TRUST FUNDS,City Cemetery,170000.0,2021,False
Trust Funds,TRUST FUNDS,TOTAL TRUST FUNDS,170000.0,2021,True
Internal Service Funds,INTERNAL SERVICE FUNDS,Capital Improvements Management Services,21298134.0,2021,False
Internal Service Funds,INTERNAL SERVICE FUNDS,City Tower and Garage Fund,3088494.0,2021,False
Internal Service Funds,INTERNAL SERVICE FUNDS,Equipment Renewal & Replacement,45491964.0,2021,False
Internal Service Funds,INTERNAL SERVICE FUNDS,Facility Services,22363289.0,2021,False
Internal Service Funds,INTERNAL SERVICE FUNDS,Fleet Services,40594815.0,2021,False
Internal Service Funds,INTERNAL SERVICE FUNDS,Information Technology Services,65617385.0,2021,False
Internal Service Funds,INTERNAL SERVICE FUNDS,Purchasing & General Services,7190061.0,2021,False
Internal Service Funds,INTERNAL SERVICE FUNDS,Self Insurance,180703679.0,2021,False
Internal Service Funds,INTERNAL SERVICE FUNDS,TOTAL INTERNAL SERVICE FUNDS,386347821.0,2021,True
Internal Service Funds,INTERNAL SERVICE FUNDS,Grants,278842490.0,2021,False
Internal Service Funds,INTERNAL SERVICE FUNDS,Debt Services,301447082.0,2021,False
General Fund,GENERAL FUND,Current Property Tax,410350992.0,2022,False
General Fund,GENERAL FUND,City Sales Tax,336556846.0,2022,False
General Fund,GENERAL FUND,CPS Energy,361234586.0,2022,False
General Fund,GENERAL FUND,Business and Franchise Tax,20187952.0,2022,False
General Fund,GENERAL FUND,Liquor by the Drink Tax,10052379.0,2022,False
General Fund,GENERAL FUND,Delinquent Property Tax,386923.0,2022,False
General Fund,GENERAL FUND,Penalty and Interest on Delinquent Taxes,1174565.0,2022,False
General Fund,GENERAL FUND,Licenses and Permits,9109942.0,2022,False
General Fund,GENERAL FUND,San Antonio Water System,30795247.0,2022,False
General Fund,GENERAL FUND,Other Agencies,5659916.0,2022,False
General Fund,GENERAL FUND,General Government,3020142.0,2022,False
General Fund,GENERAL FUND,Public Safety,33713844.0,2022,False
General Fund,GENERAL FUND,Highways/Streets/Sanitation,1175692.0,2022,False
General Fund,GENERAL FUND,Health,2707587.0,2022,False
General Fund,GENERAL FUND,Recreation and Culture,13978142.0,2022,False
General Fund,GENERAL FUND,Fines,8305887.0,2022,False
General Fund,GENERAL FUND,Sale of Property,5946843.0,2022,False
General Fund,GENERAL FUND,Use of Money and Property,1925750.0,2022,False
General Fund,GENERAL FUND,Interest on Time Deposits,570717.0,2022,False
General Fund,GENERAL FUND,Recovery of Expenditures,3525000.0,2022,False
General Fund,GENERAL FUND,Miscellaneous,794152.0,2022,False
General Fund,GENERAL FUND,Interfund Charges,1300000.0,2022,False
General Fund,GENERAL FUND,Transfers,68461590.0,2022,False
General Fund,GENERAL FUND,TOTAL GENERAL FUND,1330934694.0,2022,True
Special Revenue Funds,SPECIAL REVENUE FUNDS,Advanced Transportation District,20783738.0,2022,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Arts & Culture,10967879.0,2022,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Child Safety,2236495.0,2022,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Community & Visitor Facilities,55240519.0,2022,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Confiscated Property,988746.0,2022,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Convention Center Lease Payment Fund,26163260.0,2022,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Convention Facilities State Reimbursement,422303.0,2022,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Economic Development Incentive Fund,1101550.0,2022,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Edwards Aquifer Land Acquisition -,38671.0,2022,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Energy Efficiency Fund,1278596.0,2022,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Golf,1236871.0,2022,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Hotel Occupancy Tax,91091077.0,2022,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Hotel/Motel 2%,15847087.0,2022,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Inner City Incentive Fund,831845.0,2022,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Municipal Court Truancy Intervention & Prevention,801065.0,2022,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Municipal Courts Security,352670.0,2022,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Municipal Courts Technology,834521.0,2022,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Parks Environmental Fund,11287944.0,2022,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Parks Development and Expansion -,19080.0,2022,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Parks Development and Expansion -,60860.0,2022,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Prek4SA,45102432.0,2022,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Public Education & Government,2469110.0,2022,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Right of Way,4465904.0,2022,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,SA: Ready to Work 0 0,39464706.0,2022,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Starbright Industrial Development Corporation,1662122.0,2022,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Storm Water,53917217.0,2022,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Storm Water Regional Facilities,8540878.0,2022,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Tax Increment Financing,1119833.0,2022,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Tree Canopy & Mitigation,2301944.0,2022,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,TOTAL SPECIAL REVENUE FUNDS,400628923.0,2022,True
Enterprise Funds,ENTERPRISE FUNDS,Airport,126736294.0,2022,False
Enterprise Funds,ENTERPRISE FUNDS,Customer Facility Charge,13075053.0,2022,False
Enterprise Funds,ENTERPRISE FUNDS,Passenger Facility Charge,18898362.0,2022,False
Enterprise Funds,ENTERPRISE FUNDS,Development Services,40154621.0,2022,False
Enterprise Funds,ENTERPRISE FUNDS,Market Square,2807640.0,2022,False
Enterprise Funds,ENTERPRISE FUNDS,Parking,9514382.0,2022,False
Enterprise Funds,ENTERPRISE FUNDS,Solid Waste Operating & Maintenance,129534789.0,2022,False
Enterprise Funds,ENTERPRISE FUNDS,TOTAL ENTERPRISE FUNDS,340721141.0,2022,True
Trust Funds,TRUST FUNDS,City Cemetery,185000.0,2022,False
Trust Funds,TRUST FUNDS,TOTAL TRUST FUNDS,185000.0,2022,True
Internal Service Funds,INTERNAL SERVICE FUNDS,Capital Improvements Management Services,22173689.0,2022,False
Internal Service Funds,INTERNAL SERVICE FUNDS,City Tower and Garage Fund,6062097.0,2022,False
Internal Service Funds,INTERNAL SERVICE FUNDS,Equipment Renewal & Replacement,48082731.0,2022,False
Internal Service Funds,INTERNAL SERVICE FUNDS,Facility Services,22131458.0,2022,False
Internal Service Funds,INTERNAL SERVICE FUNDS,Fleet Services,45958531.0,2022,False
Internal Service Funds,INTERNAL SERVICE FUNDS,Information Technology Services,70490849.0,2022,False
Internal Service Funds,INTERNAL SERVICE FUNDS,Purchasing & General Services,7410770.0,2022,False
Internal Service Funds,INTERNAL SERVICE FUNDS,Self Insurance,201276971.0,2022,False
Internal Service Funds,INTERNAL SERVICE FUNDS,TOTAL INTERNAL SERVICE FUNDS,423587096.0,2022,True
Internal Service Funds,INTERNAL SERVICE FUNDS,Grants,378497340.0,2022,False
Internal Service Funds,INTERNAL SERVICE FUNDS,Debt Services,316447076.0,2022,False
General Fund,GENERAL FUND,Current Property Tax,434832046.0,2023,False
General Fund,GENERAL FUND,City Sales Tax,387472520.0,2023,False
General Fund,GENERAL FUND,CPS Energy,386778870.0,2023,False
General Fund,GENERAL FUND,CPS Energy One Time 0,5000000.0,2023,False
General Fund,GENERAL FUND,CPS Energy Credit 0 0,-50000000.0,2023,False
General Fund,GENERAL FUND,Business and Franchise Tax,18770765.0,2023,False
General Fund,GENERAL FUND,Liquor by the Drink Tax,11864694.0,2023,False
General Fund,GENERAL FUND,Delinquent Property Tax,1219000.0,2023,False
General Fund,GENERAL FUND,Penalty and Interest on Delinquent Taxes,2743000.0,2023,False
General Fund,GENERAL FUND,Licenses and Permits,9713776.0,2023,False
General Fund,GENERAL FUND,San Antonio Water System,31440353.0,2023,False
General Fund,GENERAL FUND,Other Agencies,6172313.0,2023,False
General Fund,GENERAL FUND,General Government,2893246.0,2023,False
General Fund,GENERAL FUND,Public Safety,42850860.0,2023,False
General Fund,GENERAL FUND,Highways/Streets/Sanitation,1490137.0,2023,False
General Fund,GENERAL FUND,Health,2790845.0,2023,False
General Fund,GENERAL FUND,Recreation and Culture,16598027.0,2023,False
General Fund,GENERAL FUND,Fines,6267665.0,2023,False
General Fund,GENERAL FUND,Sale of Property,7543371.0,2023,False
General Fund,GENERAL FUND,Use of Money and Property,1809951.0,2023,False
General Fund,GENERAL FUND,Interest on Time Deposits,7627170.0,2023,False
General Fund,GENERAL FUND,Recovery of Expenditures,3545839.0,2023,False
General Fund,GENERAL FUND,Miscellaneous,1017423.0,2023,False
General Fund,GENERAL FUND,Interfund Charges,1496012.0,2023,False
General Fund,GENERAL FUND,Transfers,60240850.0,2023,False
General Fund,GENERAL FUND,TOTAL GENERAL FUND,1452178733.0,2023,True
Special Revenue Funds,SPECIAL REVENUE FUNDS,Advanced Transportation District,24544330.0,2023,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Arts and Culture,11932495.0,2023,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Child Safety,2208013.0,2023,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Community and Visitor Facilities,57527220.0,2023,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Confiscated Property,879651.0,2023,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Convention Center Lease Payment,27108982.0,2023,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Convention and Sports Facilities State Reimbursement,882000.0,2023,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Economic Development Incentive,2843768.0,2023,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Energy Efficiency,1122293.0,2023,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Golf Course Operating and Maintenance,1246521.0,2023,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Hotel Occupancy Tax,79850755.0,2023,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Hotel/Motel 2% Revenue,22543837.0,2023,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Inner City Incentive,1622159.0,2023,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Municipal Court Truancy Intervention and Prevention,780810.0,2023,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Municipal Court Security,526888.0,2023,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Municipal Court Technology,864503.0,2023,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Parks Environmental,11490623.0,2023,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Pre-K 4 SA,50030901.0,2023,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Public Education and Government,2450003.0,2023,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Right of Way,5441066.0,2023,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,SA: Ready to Work,46861557.0,2023,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Starbright Industrial Development Corporation,1662107.0,2023,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Storm Water Operating,54108413.0,2023,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Storm Water Regional Facilities,9210529.0,2023,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Tax Increment Financing,1199592.0,2023,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Tree Canopy Preservation and Mitigation,3766154.0,2023,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,TOTAL SPECIAL REVENUE FUNDS,422705170.0,2023,True
Enterprise Funds,ENTERPRISE FUNDS,Airport Operating and Maintenance,139221189.0,2023,False
Enterprise Funds,ENTERPRISE FUNDS,Customer Facility Charge,13713408.0,2023,False
Enterprise Funds,ENTERPRISE FUNDS,Airport Passenger Facility Charge,19868859.0,2023,False
Enterprise Funds,ENTERPRISE FUNDS,Airport Teminal Development Program 0 0 0,1883613.0,2023,False
Enterprise Funds,ENTERPRISE FUNDS,Development Services,48235180.0,2023,False
Enterprise Funds,ENTERPRISE FUNDS,Market Square,2923222.0,2023,False
Enterprise Funds,ENTERPRISE FUNDS,Parking Operating and Maintenance,9173314.0,2023,False
Enterprise Funds,ENTERPRISE FUNDS,Solid Waste Operating and Maintenance,134436575.0,2023,False
Enterprise Funds,ENTERPRISE FUNDS,TOTAL ENTERPRISE FUNDS,369455360.0,2023,True
Trust Funds,TRUST FUND,City Cemeteries,206770.0,2023,False
Trust Funds,TRUST FUND,TOTAL TRUST FUND,206770.0,2023,True
Internal Service Funds,INTERNAL SERVICE FUNDS,Capital Management Services,26480439.0,2023,False
Internal Service Funds,INTERNAL SERVICE FUNDS,City Tower and Garage,7653440.0,2023,False
Internal Service Funds,INTERNAL SERVICE FUNDS,City Tower Lease Payment 0,1142648.0,2023,False
Internal Service Funds,INTERNAL SERVICE FUNDS,City Tower Tenant Improvement 0,200000.0,2023,False
Internal Service Funds,INTERNAL SERVICE FUNDS,Equipment Renewal and Replacement,49443358.0,2023,False
Internal Service Funds,INTERNAL SERVICE FUNDS,Facility Services,26669861.0,2023,False
Internal Service Funds,INTERNAL SERVICE FUNDS,Fleet Services,53913800.0,2023,False
Internal Service Funds,INTERNAL SERVICE FUNDS,Information Technology Services,83494218.0,2023,False
Internal Service Funds,INTERNAL SERVICE FUNDS,Purchasing and General Services,8023712.0,2023,False
Internal Service Funds,INTERNAL SERVICE FUNDS,Self Insuranace Funds,218983368.0,2023,False
Internal Service Funds,INTERNAL SERVICE FUNDS,TOTAL INTERNAL SERVICE FUNDS,476004844.0,2023,True
Internal Service Funds,INTERNAL SERVICE FUNDS,Grants,410786343.0,2023,False
Internal Service Funds,INTERNAL SERVICE FUNDS,Debt Service Funds,348214275.0,2023,False
General Fund,GENERAL FUND,Current Property Tax,465886509.0,2024,False
General Fund,GENERAL FUND,City Sales Tax,411560114.0,2024,False
General Fund,GENERAL FUND,CPS Energy,421003510.0,2024,False
General Fund,GENERAL FUND,CPS Energy One Time,20399660.0,2024,False
General Fund,GENERAL FUND,CPS Energy Credit,-50000000.0,2024,False
General Fund,GENERAL FUND,Business and Franchise Tax,17653788.0,2024,False
General Fund,GENERAL FUND,Liquor by the Drink Tax,13609315.0,2024,False
General Fund,GENERAL FUND,Delinquent Property Tax,4691802.0,2024,False
General Fund,GENERAL FUND,Penalty and Interest on Delinquent Taxes,2743000.0,2024,False
General Fund,GENERAL FUND,Licenses and Permits,10171841.0,2024,False
General Fund,GENERAL FUND,San Antonio Water System,33159790.0,2024,False
General Fund,GENERAL FUND,Other Agencies,6786682.0,2024,False
General Fund,GENERAL FUND,General Government,2687323.0,2024,False
General Fund,GENERAL FUND,Public Safety,48303971.0,2024,False
General Fund,GENERAL FUND,Highways/Streets/Sanitation,1432347.0,2024,False
General Fund,GENERAL FUND,Health,3030703.0,2024,False
General Fund,GENERAL FUND,Recreation and Culture,15169208.0,2024,False
General Fund,GENERAL FUND,Fines,9192717.0,2024,False
General Fund,GENERAL FUND,Sale of Property,8064992.0,2024,False
General Fund,GENERAL FUND,Use of Money and Property,2151717.0,2024,False
General Fund,GENERAL FUND,Interest on Time Deposits,11389648.0,2024,False
General Fund,GENERAL FUND,Recovery of Expenditures,3762906.0,2024,False
General Fund,GENERAL FUND,Miscellaneous,1028210.0,2024,False
General Fund,GENERAL FUND,Interfund Charges,1750000.0,2024,False
General Fund,GENERAL FUND,Transfers,49645395.0,2024,False
General Fund,GENERAL FUND,TOTAL GENERAL FUND,1544875488.0,2024,True
Special Revenue Funds,SPECIAL REVENUE FUNDS,Advanced Transportation District,26268598.0,2024,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Arts and Culture,12599117.0,2024,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Child Safety,2429680.0,2024,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Community and Visitor Facilities,59486845.0,2024,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Confiscated Property,677241.0,2024,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Convention Center Lease Payment,41416192.0,2024,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Convention and Sports Facilities State Reimbursemen,6440105.0,2024,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Economic Development Incentive,3139573.0,2024,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Energy Efficiency,1183298.0,2024,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Golf Course Operating and Maintenance,1700068.0,2024,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Hotel Occupancy Tax,85115116.0,2024,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Hotel/Motel 2% Revenue,23992479.0,2024,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Inner City Incentive,1559250.0,2024,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Municipal Court Truancy Intervention and Prevention,836889.0,2024,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Municipal Court Security,554930.0,2024,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Municipal Court Technology,874363.0,2024,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Parks Environmental,12275317.0,2024,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Pre-K 4 SA,56190521.0,2024,False
